"_id","severity","country","city","level","line","speedKMH","length","turnType","type","uuid","endNode","speed","segments","roadType","delay","updateMillis","street","id","pubMillis"
1137905938,0,"BR","Curitiba",3,"[{""x"":-49.294601,""y"":-25.435782},{""x"":-49.294292,""y"":-25.436404},{""x"":-49.293902,""y"":-25.437167},{""x"":-49.293344,""y"":-25.438292},{""x"":-49.292655,""y"":-25.439454}]",10.77,452,"NONE","NONE",1137905938,"Av. Vicente Machado",2.9916666666666667,"[{""fromNode"":161144628,""ID"":158578841,""toNode"":161144898,""isForward"":false},{""fromNode"":161144898,""ID"":158578999,""toNode"":161144817,""isForward"":false},{""fromNode"":161144817,""ID"":158579143,""toNode"":161144931,""isForward"":false},{""fromNode"":161144931,""ID"":158579332,""toNode"":161145099,""isForward"":false}]",1,90,1543534324122,"R. Bruno Filgueira",1137905938,1543533416968
1116616926,0,"BR","Curitiba",2,"[{""x"":-49.260896,""y"":-25.425189},{""x"":-49.262496,""y"":-25.422012}]",11.58,387,"NONE","NONE",1116616926,"Av. Agostinho Leão Jr.",3.216666666666667,"[{""fromNode"":161153901,""ID"":158592325,""toNode"":161153623,""isForward"":true}]",1,64,1543534329087,"R. Pe. Camargo",1116616926,1543534123403
1124289032,0,"BR","Curitiba",4,"[{""x"":-49.270116,""y"":-25.478518},{""x"":-49.269053,""y"":-25.47925},{""x"":-49.267987,""y"":-25.479975},{""x"":-49.266908,""y"":-25.480681}]",5.8100000000000005,402,"NONE","NONE",1124289032,"R. Maj. Vicente de Castro",1.613888888888889,"[{""fromNode"":161151421,""ID"":158588879,""toNode"":161151620,""isForward"":false},{""fromNode"":161151620,""ID"":158589385,""toNode"":161151966,""isForward"":false},{""fromNode"":161151966,""ID"":158589822,""toNode"":161152256,""isForward"":false}]",1,183,1543534326489,"R. Durval Pacheco de Carvalho",1124289032,1543533418424
1122662304,0,"BR","Curitiba",2,"[{""x"":-49.271975,""y"":-25.43981},{""x"":-49.270148,""y"":-25.439096},{""x"":-49.269966,""y"":-25.439024},{""x"":-49.268393,""y"":-25.438408},{""x"":-49.268235,""y"":-25.43834},{""x"":-49.265724,""y"":-25.437372}]",11.22,684,"NONE","NONE",1122662304,"R. João Negrão",3.1166666666666667,"[{""fromNode"":161150754,""ID"":317274912,""toNode"":256878271,""isForward"":true},{""fromNode"":256878271,""ID"":317274913,""toNode"":161151038,""isForward"":true},{""fromNode"":161151038,""ID"":158588971,""toNode"":161151688,""isForward"":true},{""fromNode"":161151688,""ID"":158589660,""toNode"":161152149,""isForward"":true},{""fromNode"":161152149,""ID"":158589698,""toNode"":161152173,""isForward"":true}]",1,95,1543534327417,"Av. Sete de Setembro",1122662304,1543533921800
1122793114,0,"BR","Curitiba",3,"[{""x"":-49.281821,""y"":-25.424601},{""x"":-49.280213,""y"":-25.425432},{""x"":-49.279763,""y"":-25.425671}]",5.79,238,"NONE","NONE",1122793114,"R. dos Presbíteros",1.6083333333333334,"[{""fromNode"":161147641,""ID"":158583624,""toNode"":161148102,""isForward"":true},{""fromNode"":161148102,""ID"":158584316,""toNode"":161148571,""isForward"":true}]",1,108,1543534325321,"Tv. Teixeira de Freitas",1122793114,1543534119417
1118508335,0,"BR","Curitiba",3,"[{""x"":-49.265377,""y"":-25.469202},{""x"":-49.26461,""y"":-25.46888},{""x"":-49.263737,""y"":-25.468527}]",5.279999999999999,181,"NONE","NONE",1118508335,"R. Maria Moscardi Fanini",1.4666666666666666,"[{""fromNode"":161152892,""ID"":158590933,""toNode"":161152999,""isForward"":false},{""fromNode"":161152999,""ID"":276198641,""toNode"":161153261,""isForward"":false}]",1,98,1543534327265,"R. Prof. Leônidas Ferreira da Costa",1118508335,1543534327265
1139310710,0,"BR","Curitiba",3,"[{""x"":-49.302773,""y"":-25.462311},{""x"":-49.30315,""y"":-25.461284},{""x"":-49.303512,""y"":-25.460246},{""x"":-49.303889,""y"":-25.459211},{""x"":-49.304215,""y"":-25.458296},{""x"":-49.304537,""y"":-25.457394},{""x"":-49.304856,""y"":-25.456504}]",12.59,677,"NONE","NONE",1139310710,"R. João Alencar Guimarães",3.4972222222222222,"[{""fromNode"":161142139,""ID"":158575224,""toNode"":161142029,""isForward"":false},{""fromNode"":161142029,""ID"":158575049,""toNode"":161141926,""isForward"":false},{""fromNode"":161141926,""ID"":158574865,""toNode"":161141797,""isForward"":false},{""fromNode"":161141797,""ID"":158574708,""toNode"":161141711,""isForward"":false},{""fromNode"":161141711,""ID"":158574548,""toNode"":161141632,""isForward"":false},{""fromNode"":161141632,""ID"":158574417,""toNode"":161141566,""isForward"":false}]",1,92,1543534323234,"R. Cel. Airton Plaisant",1139310710,1543534118440
1105368577,0,"BR","Curitiba",3,"[{""x"":-49.264999,""y"":-25.442408},{""x"":-49.264362,""y"":-25.443715},{""x"":-49.263735,""y"":-25.445046}]",7.950000000000001,318,"NONE","NONE",1105368577,"R. Brasílio Itiberê",2.2083333333333335,"[{""fromNode"":161152772,""ID"":158591093,""toNode"":161152985,""isForward"":true},{""fromNode"":161152985,""ID"":158591402,""toNode"":161153190,""isForward"":true}]",1,94,1543534326562,"R. Santo Antônio",1105368577,1543533723137
932756134,2,"BR","Curitiba",5,"[{""x"":-49.235603,""y"":-25.528545},{""x"":-49.235591,""y"":-25.528635},{""x"":-49.235616,""y"":-25.528777}]",0,26,"NONE","NONE",932756134,"R. Mathias de Andrade Rocha",0,"[{""fromNode"":161160410,""ID"":233366916,""toNode"":201514451,""isForward"":false}]",2,-1,1543534339414,"R. Mathias de Andrade Vieira",932756134,1543412706454
1119495403,0,"BR","Curitiba",3,"[{""x"":-49.281858,""y"":-25.462095},{""x"":-49.283034,""y"":-25.461655},{""x"":-49.283497,""y"":-25.461474},{""x"":-49.284203,""y"":-25.461227},{""x"":-49.285338,""y"":-25.460794},{""x"":-49.286499,""y"":-25.460358},{""x"":-49.287202,""y"":-25.460088},{""x"":-49.287654,""y"":-25.459924}]",6.17,631,"NONE","NONE",1119495403,"R. Guilherme Pugsley",1.7138888888888888,"[{""fromNode"":161147759,""ID"":158583112,""toNode"":161147423,""isForward"":false},{""fromNode"":161147423,""ID"":289928397,""toNode"":239280553,""isForward"":false},{""fromNode"":239280553,""ID"":289928396,""toNode"":161147114,""isForward"":false},{""fromNode"":161147114,""ID"":158582134,""toNode"":161146835,""isForward"":false},{""fromNode"":161146835,""ID"":158581719,""toNode"":161146658,""isForward"":false},{""fromNode"":161146658,""ID"":158581471,""toNode"":161146538,""isForward"":false},{""fromNode"":161146538,""ID"":158581342,""toNode"":161146539,""isForward"":false}]",1,263,1543534325588,"R. Palmeiras",1119495403,1543531765811
1116473876,0,"BR","Curitiba",3,"[{""x"":-49.286729,""y"":-25.440596},{""x"":-49.286512,""y"":-25.440402},{""x"":-49.285347,""y"":-25.439359},{""x"":-49.284064,""y"":-25.438214}]",6.62,377,"NONE","NONE",1116473876,"R. Cel. Dulcídio",1.8388888888888888,"[{""fromNode"":161146439,""ID"":314021090,""toNode"":254814682,""isForward"":false},{""fromNode"":254814682,""ID"":314021089,""toNode"":161146771,""isForward"":false},{""fromNode"":161146771,""ID"":158582120,""toNode"":161147102,""isForward"":false}]",1,100,1543534326761,"Al. D. Pedro II",1116473876,1543534120999
